,Unnamed: 0,Unnamed: 0.1,Unsegmented_hashtag,Segmented_hashtag,Unsegmented_hashtag_lowerCase,Segmented_hashtag_lowerCase,segments_count
45060,45184,45184,VoteANC10April,Vote ANC 10 April,voteanc10april,vote anc 10 april,4
45106,45231,45231,WealthchaserUpdate,Wealthchaser Update,wealthchaserupdate,wealthchaser update,2
304476,305201,305201,PlzShootTweeter,Plz Shoot Tweeter,plzshoottweeter,plz shoot tweeter,3
314355,315102,315102,JitegatohModihi,Jitegatoh Modihi,jitegatohmodihi,jitegatoh modihi,2
7927,7954,7954,VSomannaMeetsTejaswini,V Somanna Meets Tejaswini,vsomannameetstejaswini,v somanna meets tejaswini,4
322751,323515,323515,MANOJladva,MANO Jladva,manojladva,mano jladva,2
160903,161299,161299,IndiaBoleModiFirSe,India Bole Modi Fir Se,indiabolemodifirse,india bole modi fir se,5
315419,316169,316169,AsaluTaggedhiLedhu,Asalu Taggedhi Ledhu,asalutaggedhiledhu,asalu taggedhi ledhu,3
69411,69601,69601,DeviKeMathPai,Devi Ke Math Pai,devikemathpai,devi ke math pai,4
321114,321873,321873,ncciAIS,ncci AIS,ncciais,ncci ais,2
148747,149113,149113,DavidJames,David James,davidjames,david james,2
188712,189165,189165,KrantiVeer,Kranti Veer,krantiveer,kranti veer,2
164596,164999,164999,2019BJPFinish,2019 BJP Finish,2019bjpfinish,2019 bjp finish,3
169285,169699,169699,AKBalan,AK Balan,akbalan,ak balan,2
286174,286854,286854,WITHPod,WITH Pod,withpod,with pod,2
257110,257724,257724,ArunVora,Arun Vora,arunvora,arun vora,2
244042,244628,244628,AnimalPrint,Animal Print,animalprint,animal print,2
284494,285171,285171,RajannaRajyam,Rajanna Rajyam,rajannarajyam,rajanna rajyam,2
86698,86935,86935,NewIndia2,New India 2,newindia2,new india 2,3
49123,49261,49261,CODTopPlays,COD Top Plays,codtopplays,cod top plays,3
130634,130967,130967,PrivateClient,Private Client,privateclient,private client,2
240755,241332,241332,TheBlueWhaleChallenge,The Blue Whale Challenge,thebluewhalechallenge,the blue whale challenge,4
102292,102564,102564,MaharashraWithKarkare,Maharashra With Karkare,maharashrawithkarkare,maharashra with karkare,3
196673,197147,197147,BRITcertified,BRI Tcertified,britcertified,bri tcertified,2
183311,183749,183749,VoteKarParSochKar,Vote Kar Par Soch Kar,votekarparsochkar,vote kar par soch kar,5
133222,133564,133564,RagulGandhiInChennai,Ragul Gandhi In Chennai,ragulgandhiinchennai,ragul gandhi in chennai,4
243826,244412,244412,BadlaHaiPradeshBadlengeDesh,Badla Hai Pradesh Badlenge Desh,badlahaipradeshbadlengedesh,badla hai pradesh badlenge desh,5
314028,314774,314774,EkHiVikalpNaMo,Ek Hi Vikalp Na Mo,ekhivikalpnamo,ek hi vikalp na mo,5
189519,189975,189975,ElectionwithNews,Electionwith News,electionwithnews,electionwith news,2
300015,300727,300727,GandhiSeHainCongress,Gandhi Se Hain Congress,gandhisehaincongress,gandhi se hain congress,4
76486,76699,76699,CyrilRamaChicken,Cyril Rama Chicken,cyrilramachicken,cyril rama chicken,3
87433,87673,87673,TrueStory,True Story,truestory,true story,2
276365,277020,277020,SubramanyaSwamy,Subramanya Swamy,subramanyaswamy,subramanya swamy,2
83168,83397,83397,SenatorLindseyGraham,Senator Lindsey Graham,senatorlindseygraham,senator lindsey graham,3
12108,12144,12144,congresshataoBETIBACHAO,congresshatao BETIBACHAO,congresshataobetibachao,congresshatao betibachao,2
256433,257046,257046,BharatKiBaat,Bharat Ki Baat,bharatkibaat,bharat ki baat,3
200185,200667,200667,TrueCricketer,True Cricketer,truecricketer,true cricketer,2
238739,239310,239310,CountyMatters,County Matters,countymatters,county matters,2
132343,132680,132680,Food4Thought,Food 4 Thought,food4thought,food 4 thought,3
243299,243882,243882,DrMaheshSharma,Dr Mahesh Sharma,drmaheshsharma,dr mahesh sharma,3
312879,313621,313621,NishadPartyDrSanjayNishadLokSabhaElections,Nishad Party Dr Sanjay Nishad Lok Sabha Elections,nishadpartydrsanjaynishadloksabhaelections,nishad party dr sanjay nishad lok sabha elections,8
84127,84358,84358,EggClub,Egg Club,eggclub,egg club,2
180837,181270,181270,JharkhandLynchin,Jharkhand Lynchin,jharkhandlynchin,jharkhand lynchin,2
181322,181755,181755,PanicAtTheDisco,Panic At The Disco,panicatthedisco,panic at the disco,4
329228,329995,329995,#FicaLidi,Fica Lidi,#ficalidi,fica lidi,2
56143,56305,56305,ILikeIt,I Like It,ilikeit,i like it,3
82357,82581,82581,RunLikeNoOther,Run Like No Other,runlikenoother,run like no other,4
31794,31886,31886,BBCOurNextPM,BBC Our Next PM,bbcournextpm,bbc our next pm,4
284747,285426,285426,ModiTheJourneyofaCommonMan,Modi The Journeyofa Common Man,modithejourneyofacommonman,modi the journeyofa common man,5
153904,154288,154288,PranabvsGadkari,Pranabvs Gadkari,pranabvsgadkari,pranabvs gadkari,2
186604,187052,187052,EuropeanParliamentElections,European Parliament Elections,europeanparliamentelections,european parliament elections,3
281795,282465,282465,StopGunLobby,Stop Gun Lobby,stopgunlobby,stop gun lobby,3
313355,314098,314098,XRMovement,XR Movement,xrmovement,xr movement,2
47853,47989,47989,dataisnewOil,dataisnew Oil,dataisnewoil,dataisnew oil,2
120181,120488,120488,ArthiBaba,Arthi Baba,arthibaba,arthi baba,2
184240,184682,184682,PayalChorChowkidar,Payal Chor Chowkidar,payalchorchowkidar,payal chor chowkidar,3
18348,18404,18404,JijjaWaliHukumat,Jijja Wali Hukumat,jijjawalihukumat,jijja wali hukumat,3
170308,170723,170723,UlemaInArmy,Ulema In Army,ulemainarmy,ulema in army,3
257432,258046,258046,MoDiDobara,Mo Di Dobara,modidobara,mo di dobara,3
216994,217518,217518,JanSabh,Jan Sabh,jansabh,jan sabh,2
83081,83310,83310,BitDefender,Bit Defender,bitdefender,bit defender,2
94398,94652,94652,CongressMuktBharath,Congress Mukt Bharath,congressmuktbharath,congress mukt bharath,3
314384,315131,315131,ChowkidarTughlaqHain,Chowkidar Tughlaq Hain,chowkidartughlaqhain,chowkidar tughlaq hain,3
244692,245280,245280,GSTcouncilmeeting,GS Tcouncilmeeting,gstcouncilmeeting,gs tcouncilmeeting,2
43622,43742,43742,RelationalPolicing,Relational Policing,relationalpolicing,relational policing,2
202602,203091,203091,ActorMuraliMohan,Actor Murali Mohan,actormuralimohan,actor murali mohan,3
273794,274441,274441,DistrictOfficials,District Officials,districtofficials,district officials,2
310197,310934,310934,ArmyPersonnel,Army Personnel,armypersonnel,army personnel,2
262282,262906,262906,AllahabadCity,Allahabad City,allahabadcity,allahabad city,2
8498,8525,8525,NonChowkidar,Non Chowkidar,nonchowkidar,non chowkidar,2
192210,192671,192671,iSmartShankarFromTomorrow,i Smart Shankar From Tomorrow,ismartshankarfromtomorrow,i smart shankar from tomorrow,5
311200,311940,311940,APCMYSJaganCabinetFormula,APCMYS Jagan Cabinet Formula,apcmysjagancabinetformula,apcmys jagan cabinet formula,4
140203,140558,140558,BhagwatGeeta,Bhagwat Geeta,bhagwatgeeta,bhagwat geeta,2
107705,107987,107987,BharatMainModi,Bharat Main Modi,bharatmainmodi,bharat main modi,3
231330,231885,231885,JudicialReforms,Judicial Reforms,judicialreforms,judicial reforms,2
228204,228757,228757,AndEvp,And Evp,andevp,and evp,2
125249,125570,125570,PORPscience,POR Pscience,porpscience,por pscience,2
68128,68314,68314,MehndiDesign,Mehndi Design,mehndidesign,mehndi design,2
14697,14742,14742,AnnualRathYatra,Annual Rath Yatra,annualrathyatra,annual rath yatra,3
287100,287781,287781,SpyWear,Spy Wear,spywear,spy wear,2
134020,134364,134364,AIADMKBJPPMKAlliance,AIADMKBJPPMK Alliance,aiadmkbjppmkalliance,aiadmkbjppmk alliance,2
136084,136433,136433,HateVsHope,Hate Vs Hope,hatevshope,hate vs hope,3
31777,31869,31869,BhauraoPatil,Bhaurao Patil,bhauraopatil,bhaurao patil,2
312580,313322,313322,LoksabahElection2019,Loksabah Election 2019,loksabahelection2019,loksabah election 2019,3
323456,324221,324221,RSSKaryakartha,RSS Karyakartha,rsskaryakartha,rss karyakartha,2
60610,60780,60780,TNRejectsAIADMK,TN Rejects AIADMK,tnrejectsaiadmk,tn rejects aiadmk,3
213925,214443,214443,CWCmeeting,CW Cmeeting,cwcmeeting,cw cmeeting,2
247532,248127,248127,AtishiallegationsonGautamGambhir,Atishiallegationson Gautam Gambhir,atishiallegationsongautamgambhir,atishiallegationson gautam gambhir,3
60313,60483,60483,UpCollege,Up College,upcollege,up college,2
621,624,624,TelanganaFarmers,Telangana Farmers,telanganafarmers,telangana farmers,2
275736,276390,276390,NirupamRoy,Nirupam Roy,nirupamroy,nirupam roy,2
235935,236499,236499,61stTweet,61 st Tweet,61sttweet,61 st tweet,3
321876,322636,322636,IndiaWithNOTA,India With NOTA,indiawithnota,india with nota,3
159639,160030,160030,BacchaBacchaBolRahaHaiModiModi,Baccha Baccha Bol Raha Hai Modi Modi,bacchabacchabolrahahaimodimodi,baccha baccha bol raha hai modi modi,7
216074,216597,216597,GujaratAgaintsRahul,Gujarat Againts Rahul,gujaratagaintsrahul,gujarat againts rahul,3
10870,10903,10903,EricHamburg,Eric Hamburg,erichamburg,eric hamburg,2
229639,230192,230192,BengalMaiBeModiSarkar,Bengal Mai Be Modi Sarkar,bengalmaibemodisarkar,bengal mai be modi sarkar,5
329734,330501,330501,#vivoV21e,vivo V 21 e,#vivov21e,vivo v 21 e,4
186659,187109,187109,ContributeBharat,Contribute Bharat,contributebharat,contribute bharat,2
178764,179191,179191,CleanCheats,Clean Cheats,cleancheats,clean cheats,2
315318,316068,316068,VoterTrunout,Voter Trunout,votertrunout,voter trunout,2
231841,232397,232397,BoyCottElection,Boy Cott Election,boycottelection,boy cott election,3
248867,249466,249466,FourthPhaseElection,Fourth Phase Election,fourthphaseelection,fourth phase election,3
225684,226232,226232,KRSDam,KRS Dam,krsdam,krs dam,2
164819,165223,165223,kaushalArmy,kaushal Army,kaushalarmy,kaushal army,2
753,757,757,NAACPNextGen,NAACP Next Gen,naacpnextgen,naacp next gen,3
226801,227351,227351,ElectionWithLiveups,Election With Liveups,electionwithliveups,election with liveups,3
156053,156440,156440,DandaTantra,Danda Tantra,dandatantra,danda tantra,2
260523,261143,261143,10percentSarkara,10 percent Sarkara,10percentsarkara,10 percent sarkara,3
226489,227039,227039,OnlineBooking,Online Booking,onlinebooking,online booking,2
109981,110265,110265,FormercmSiddaramaaya,Formercm Siddaramaaya,formercmsiddaramaaya,formercm siddaramaaya,2
152490,152869,152869,StateOfOurMedia,State Of Our Media,stateofourmedia,state of our media,4
10236,10266,10266,SriramuluYadav,Sriramulu Yadav,sriramuluyadav,sriramulu yadav,2
152132,152511,152511,CONgressLie,CO Ngress Lie,congresslie,co ngress lie,3
251645,252250,252250,PartylistMPs,Partylist M Ps,partylistmps,partylist m ps,3
254725,255338,255338,VoteMadi,Vote Madi,votemadi,vote madi,2
101812,102082,102082,ShareKorboCarefully,Share Korbo Carefully,sharekorbocarefully,share korbo carefully,3
36752,36853,36853,NawazSharief,Nawaz Sharief,nawazsharief,nawaz sharief,2
247849,248445,248445,WomensReservation,Womens Reservation,womensreservation,womens reservation,2
22952,23024,23024,PappuChotlrHai,Pappu Chotlr Hai,pappuchotlrhai,pappu chotlr hai,3
41408,41525,41525,LifeInAMirage,Life In A Mirage,lifeinamirage,life in a mirage,4
202534,203023,203023,LordOfLies,Lord Of Lies,lordoflies,lord of lies,3
312611,313353,313353,TASMACs,TASMA Cs,tasmacs,tasma cs,2
239302,239876,239876,LionofGujarat,Lionof Gujarat,lionofgujarat,lionof gujarat,2
58602,58768,58768,SmritiZIrani,Smriti Z Irani,smritizirani,smriti z irani,3
4692,4707,4707,YeMaraa,Ye Maraa,yemaraa,ye maraa,2
286024,286704,286704,PoMoneShaji,Po Mone Shaji,pomoneshaji,po mone shaji,3
192137,192598,192598,TweetFail,Tweet Fail,tweetfail,tweet fail,2
221822,222357,222357,IndianCabinetMinisters,Indian Cabinet Ministers,indiancabinetministers,indian cabinet ministers,3
87828,88072,88072,HiLisa,Hi Lisa,hilisa,hi lisa,2
309798,310535,310535,NaveenTyagi,Naveen Tyagi,naveentyagi,naveen tyagi,2
287263,287944,287944,ModiAndYogiConversation,Modi And Yogi Conversation,modiandyogiconversation,modi and yogi conversation,4
169622,170036,170036,AwareVoter,Aware Voter,awarevoter,aware voter,2
94027,94280,94280,WeStillHaveTime,We Still Have Time,westillhavetime,we still have time,4
162923,163323,163323,BayofPigs,Bayof Pigs,bayofpigs,bayof pigs,2
276865,277521,277521,AmethiWithBJP,Amethi With BJP,amethiwithbjp,amethi with bjp,3
97095,97356,97356,VasanthAndCo,Vasanth And Co,vasanthandco,vasanth and co,3
250103,250704,250704,SmritiBhiKabhiGraduateThi,Smriti Bhi Kabhi Graduate Thi,smritibhikabhigraduatethi,smriti bhi kabhi graduate thi,5
260603,261223,261223,GoBloods,Go Bloods,gobloods,go bloods,2
20614,20675,20675,IDecideMyFuture,I Decide My Future,idecidemyfuture,i decide my future,4
290366,291054,291054,EmergencyIndia,Emergency India,emergencyindia,emergency india,2
139955,140310,140310,SardarPlaque,Sardar Plaque,sardarplaque,sardar plaque,2
250591,251194,251194,Rajasthan2018Election,Rajasthan 2018 Election,rajasthan2018election,rajasthan 2018 election,3
322628,323392,323392,WhatsAppJoke,Whats App Joke,whatsappjoke,whats app joke,3
21429,21495,21495,PollViolenceInBengal,Poll Violence In Bengal,pollviolenceinbengal,poll violence in bengal,4
307271,308003,308003,NayaDictatorship,Naya Dictatorship,nayadictatorship,naya dictatorship,2
224787,225331,225331,CampaignEnds,Campaign Ends,campaignends,campaign ends,2
328112,328879,328879,#Cleanliness,Cleanliness,#cleanliness,cleanliness,1
209024,209527,209527,BJPVijaySankalpRally,BJP Vijay Sankalp Rally,bjpvijaysankalprally,bjp vijay sankalp rally,4
87827,88071,88071,ModiApp,Modi App,modiapp,modi app,2
40016,40130,40130,NextLevelParo,Next Level Paro,nextlevelparo,next level paro,3
281727,282397,282397,MohinderAmarnath,Mohinder Amarnath,mohinderamarnath,mohinder amarnath,2
144181,144540,144540,IamAshamed,Iam Ashamed,iamashamed,iam ashamed,2
5827,5846,5846,CanadaSummerJobs,Canada Summer Jobs,canadasummerjobs,canada summer jobs,3
189255,189709,189709,MidweekHoliday,Midweek Holiday,midweekholiday,midweek holiday,2
64727,64905,64905,Vote4Ponnaarr,Vote 4 Ponnaarr,vote4ponnaarr,vote 4 ponnaarr,3
221691,222226,222226,HaryanaRoadways,Haryana Roadways,haryanaroadways,haryana roadways,2
225066,225611,225611,BJPMahilaAdhiveshan,BJP Mahila Adhiveshan,bjpmahilaadhiveshan,bjp mahila adhiveshan,3
50175,50317,50317,AboutToday,About Today,abouttoday,about today,2
237146,237714,237714,VijayMohitePatil,Vijay Mohite Patil,vijaymohitepatil,vijay mohite patil,3
253688,254298,254298,AlamNaThis,Alam Na This,alamnathis,alam na this,3
13847,13890,13890,AnnuAwasthi,Annu Awasthi,annuawasthi,annu awasthi,2
86024,86260,86260,FutereofEurope,Futereof Europe,futereofeurope,futereof europe,2
213891,214409,214409,RahulGandhiSrinagarCampaign,Rahul Gandhi Srinagar Campaign,rahulgandhisrinagarcampaign,rahul gandhi srinagar campaign,4
174085,174508,174508,DeshNahiBecha,Desh Nahi Becha,deshnahibecha,desh nahi becha,3
208450,208951,208951,ENGvESP,EN Gv ESP,engvesp,en gv esp,3
28296,28382,28382,ModiTerrorist,Modi Terrorist,moditerrorist,modi terrorist,2
116846,117143,117143,BafoonEC,Bafoon EC,bafoonec,bafoon ec,2
307569,308301,308301,TechnologyofPharmaceuticalProduction,Technologyof Pharmaceutical Production,technologyofpharmaceuticalproduction,technologyof pharmaceutical production,3
274448,275097,275097,GeneralModi,General Modi,generalmodi,general modi,2
186146,186594,186594,ParticleAccelerator,Particle Accelerator,particleaccelerator,particle accelerator,2
57834,57999,57999,IbadanDecides,Ibadan Decides,ibadandecides,ibadan decides,2
156778,157166,157166,KhalilJibran,Khalil Jibran,khaliljibran,khalil jibran,2
275048,275699,275699,RJSudhakar,RJ Sudhakar,rjsudhakar,rj sudhakar,2
331046,331813,331813,#IndiaVsCorona,India Vs Corona,#indiavscorona,india vs corona,3
246730,247322,247322,MyVoteForYannaiSinnam,My Vote For Yannai Sinnam,myvoteforyannaisinnam,my vote for yannai sinnam,5
245506,246096,246096,WeAreNigerianCreatives,We Are Nigerian Creatives,wearenigeriancreatives,we are nigerian creatives,4
325495,326262,326262,#CantGagIndia,Cant Gag India,#cantgagindia,cant gag india,3
8392,8419,8419,YouthWithModiJi,Youth With Modi Ji,youthwithmodiji,youth with modi ji,4
251126,251731,251731,DrSmarties,Dr Smarties,drsmarties,dr smarties,2
122001,122314,122314,dictatorshipinBengal,dictatorshipin Bengal,dictatorshipinbengal,dictatorshipin bengal,2
100834,101104,101104,CTPolitics,CT Politics,ctpolitics,ct politics,2
41606,41723,41723,BOSSofStress,BOS Sof Stress,bossofstress,bos sof stress,3
287814,288497,288497,CelebrityKitchen,Celebrity Kitchen,celebritykitchen,celebrity kitchen,2
67880,68065,68065,ItalianDogGoBack,Italian Dog Go Back,italiandoggoback,italian dog go back,4
112612,112901,112901,RahulMasoodJIComment,Rahul Masood JI Comment,rahulmasoodjicomment,rahul masood ji comment,4
274440,275089,275089,IstandwithPCMohan,Istandwith PC Mohan,istandwithpcmohan,istandwith pc mohan,3
77111,77326,77326,UKSingh,UK Singh,uksingh,uk singh,2
223551,224090,224090,AyushmannCard,Ayushmann Card,ayushmanncard,ayushmann card,2
229982,230535,230535,ElectiononNTV,Electionon NTV,electiononntv,electionon ntv,2
180192,180624,180624,SongOfTheyear,Song Of Theyear,songoftheyear,song of theyear,3
295506,296207,296207,JoinTheRoar,Join The Roar,jointheroar,join the roar,3
52052,52200,52200,TrialBureau40,Trial Bureau 40,trialbureau40,trial bureau 40,3
216524,217048,217048,MorarjiDesai,Morarji Desai,morarjidesai,morarji desai,2
49515,49653,49653,BJPWinningAll,BJP Winning All,bjpwinningall,bjp winning all,3
290037,290724,290724,NadiKaGhar,Nadi Ka Ghar,nadikaghar,nadi ka ghar,3
104278,104555,104555,SargonofAkkad,Sargonof Akkad,sargonofakkad,sargonof akkad,2
191667,192127,192127,SocialAudit,Social Audit,socialaudit,social audit,2
259334,259952,259952,AazhitherFestival,Aazhither Festival,aazhitherfestival,aazhither festival,2
15724,15771,15771,GlobalCommunism,Global Communism,globalcommunism,global communism,2
193787,194253,194253,MegaCoverage,Mega Coverage,megacoverage,mega coverage,2
240655,241232,241232,GandhiNehruChorHain,Gandhi Nehru Chor Hain,gandhinehruchorhain,gandhi nehru chor hain,4
33557,33653,33653,StayUnited,Stay United,stayunited,stay united,2
48161,48298,48298,AloneTogether,Alone Together,alonetogether,alone together,2
61616,61790,61790,Elections2019WithNaxatraNews,Elections 2019 With Naxatra News,elections2019withnaxatranews,elections 2019 with naxatra news,5
211399,211909,211909,BeingCitizen,Being Citizen,beingcitizen,being citizen,2
132855,133194,133194,AarunNagarWords,Aarun Nagar Words,aarunnagarwords,aarun nagar words,3
227233,227783,227783,OpenTalk,Open Talk,opentalk,open talk,2
31374,31465,31465,SDGglobalFest,SD Gglobal Fest,sdgglobalfest,sd gglobal fest,3
76691,76906,76906,CoffeeWithD,Coffee With D,coffeewithd,coffee with d,3
75543,75751,75751,ExamDay,Exam Day,examday,exam day,2
87319,87559,87559,HighestEmployment,Highest Employment,highestemployment,highest employment,2
106558,106840,106840,EchoOfArunachal,Echo Of Arunachal,echoofarunachal,echo of arunachal,3
190979,191437,191437,ShortBankStaff,Short Bank Staff,shortbankstaff,short bank staff,3
43998,44120,44120,MinimumGovt,Minimum Govt,minimumgovt,minimum govt,2
82997,83226,83226,RahulInsultsForces,Rahul Insults Forces,rahulinsultsforces,rahul insults forces,3
267548,268183,268183,PoliticsOnNtv,Politics On Ntv,politicsonntv,politics on ntv,3
312644,313386,313386,RahulGandhiOutOnBail,Rahul Gandhi Out On Bail,rahulgandhioutonbail,rahul gandhi out on bail,5
155615,156002,156002,PulwamaKaQatilModi,Pulwama Ka Qatil Modi,pulwamakaqatilmodi,pulwama ka qatil modi,4
210778,211287,211287,SumalathaForMandya,Sumalatha For Mandya,sumalathaformandya,sumalatha for mandya,3
214785,215305,215305,FullVideoSong,Full Video Song,fullvideosong,full video song,3
295186,295887,295887,ShabbirGurfan,Shabbir Gurfan,shabbirgurfan,shabbir gurfan,2
