,Hashtag,1,2,3,4,5,6,7,8,9,10,Source,id,topk,mutlitoken,charner,answer,annotator,annotation_id,created_at,updated_at,lead_time,Final Segmentation
563,bhoomitrailer,bhoomitrailer,bhoomi trailer,bhoomitraile r,bhoomitrail er,b hoomitrailer,bh oomitrailer,bho omitrailer,bhoomitrai ler,bhoomitrail e r,bhoomitra iler,roman,230504,$2,Hashtag has named entities,"[{""start"": 0, ""end"": 6, ""text"": ""bhoomi"", ""labels"": [""Named Entity""]}]",bhoomitrailer,1,2012,2021-12-30T16:14:40.019450Z,2021-12-30T16:14:40.019497Z,7.75,bhoomi trailer
564,intolerantislam,intolerantislam,intolerant islam,in tolerant islam,in tolerantislam,intolerantisla m,into lerantislam,intolerantisl am,i ntolerantislam,intolerant i slam,intolerant is lam,roman,230501,$2,Hashtag has named entities,"[{""start"": 10, ""end"": 15, ""text"": ""islam"", ""labels"": [""Named Entity""]}]",intolerantislam,1,2011,2021-12-30T16:14:29.199465Z,2021-12-30T16:14:29.199512Z,14.286,intolerant islam
565,1971indopakwar,1971indopakwar,1971 indopak war,1971indopak war,1971indopakwa r,1 971indopakwar,1971 indo pak war,1971indopakw ar,19 71indopakwar,1971 indopakwar,197 1indopakwar,roman,230500,$6,Hashtag has named entities,"[{""start"": 4, ""end"": 8, ""text"": ""indo"", ""labels"": [""Named Entity""]}, {""start"": 8, ""end"": 11, ""text"": ""pak"", ""labels"": [""Named Entity""]}]",1971indopakwar,1,2010,2021-12-30T16:14:12.531217Z,2021-12-30T16:14:12.531267Z,24.692,1971 indo pak war
566,nivarpuyal,nivarpuyal,nivarpuy al,nivarpuya l,n ivarpuyal,ni varpuyal,nivar puyal,niva rpuyal,niv arpuyal,nivarpu yal,nivarpu y al,roman,230499,$6,Hashtag has named entities,"[{""start"": 0, ""end"": 5, ""text"": ""nivar"", ""labels"": [""Named Entity""]}]",nivarpuyal,1,2009,2021-12-30T16:13:45.930435Z,2021-12-30T16:13:45.930481Z,46.957,nivar puyal
567,mccelebrity,mccelebrity,mc celebrity,m c celebrity,mccelebrit y,m ccelebrity,mccelebri ty,mcc elebrity,mccelebr ity,mccelebr it y,mccele brity,roman,230498,$2,Hashtag has named entities,"[{""start"": 0, ""end"": 2, ""text"": ""mc"", ""labels"": [""Named Entity""]}]",mccelebrity,1,2008,2021-12-30T16:12:56.168362Z,2021-12-30T16:12:56.168409Z,28.604,mc celebrity
568,yellowheartsforsumedh,yellowheartsforsumedh,yellowheartsforsumed h,y ellowheartsforsumedh,ye llowheartsforsumedh,yellow heartsforsumedh,yellowheartsforsume dh,yell owheartsforsumedh,yel lowheartsforsumedh,y el lowheartsforsumedh,yellowheartsfor sumedh,roman,230495,None,Hashtag has named entities,"[{""start"": 15, ""end"": 21, ""text"": ""sumedh"", ""labels"": [""Named Entity""]}]",yellow hearts for sumedh,1,2007,2021-12-30T16:12:22.021046Z,2021-12-30T16:12:22.021092Z,22.416,yellow hearts for sumedh
569,epsfor2021,epsfor2021,eps for 2021,epsfor202 1,e psfor2021,epsfor20 21,epsfor 2021,ep sfor2021,eps for2021,epsfor2 021,epsfor20 2 1,roman,230494,$2,Hashtag has named entities,"[{""start"": 0, ""end"": 3, ""text"": ""eps"", ""labels"": [""Named Entity""]}]",epsfor2021,1,2006,2021-12-30T16:11:57.548181Z,2021-12-30T16:11:57.548227Z,9.014,eps for 2021
570,ahmadiyyatthetrueislam,ahmadiyyatthetrueislam,ahmadiyyatthetrueisla m,a hmadiyyatthetrueislam,ahmadiyyatthetrueisl am,ahmadiyyatthetrue islam,ahmadiyyatthetrueis lam,ahmad iyyatthetrueislam,ahmadiyyatthetruei slam,ah madiyyatthetrueislam,ahm adiyyatthetrueislam,roman,230492,None,None,None,ahmadiyyat the true islam,1,2005,2021-12-30T16:11:42.772709Z,2021-12-30T16:11:42.772755Z,58.272,ahmadiyyat the true islam
571,johnnydepp,johnny depp,johnnydepp,johnnydep p,johnny de p p,john nydepp,jo hnnydepp,j ohnnydepp,johnnyde pp,johnnyde p p,johnny de pp,roman,230491,$1,Hashtag has named entities,"[{""start"": 0, ""end"": 6, ""text"": ""johnny"", ""labels"": [""Named Entity""]}, {""start"": 6, ""end"": 10, ""text"": ""depp"", ""labels"": [""Named Entity""]}]",johnnydepp,1,2004,2021-12-30T16:10:40.963947Z,2021-12-30T16:10:40.963998Z,12.885,johnny depp
572,realmadridalaves,realmadridalaves,realmadridalave s,r ealmadridalaves,real madridalaves,realmadridalav es,re almadridalaves,realm adridalaves,rea lmadridalaves,realmadridala ves,realmadridal aves,roman,230490,None,Hashtag has named entities,"[{""start"": 0, ""end"": 4, ""text"": ""real"", ""labels"": [""Named Entity""]}, {""start"": 4, ""end"": 10, ""text"": ""madrid"", ""labels"": [""Named Entity""]}, {""start"": 10, ""end"": 16, ""text"": ""alaves"", ""labels"": [""Named Entity""]}]",real madrid alaves,1,2003,2021-12-30T16:10:25.223898Z,2021-12-30T16:10:25.223944Z,37.195,real madrid alaves
573,arshikhan,arshi khan,arshikhan,arshikh an,a rshikhan,arshikha n,ar shikhan,arshik han,ars hi khan,arsh i khan,ars hikhan,roman,230488,$1,Hashtag has named entities,"[{""start"": 0, ""end"": 5, ""text"": ""arshi"", ""labels"": [""Named Entity""]}, {""start"": 5, ""end"": 9, ""text"": ""khan"", ""labels"": [""Named Entity""]}]",arshikhan,1,1162,2021-12-16T16:08:07.261754Z,2021-12-16T16:08:07.261816Z,7.902,arshi khan
574,veham,ve ham,veham,ve ha m,veh am,veha m,v e ham,ve h am,v eham,v e ha m,v eh am,roman,230487,$2,Hashtag has non english token ,None,veham,1,1161,2021-12-16T16:07:57.292961Z,2021-12-16T16:07:57.293023Z,6.243,veham
575,17yearsofnayanism,17yearsofnayanism,17yearsofnayanis m,1 7yearsofnayanism,17 yearsofnayanism,17yearsofnayani sm,17yearsofnayan ism,17yearsofnayan is m,17years ofnayanism,17yearsofnayani s m,17year sofnayanism,roman,230486,None,None,None,17 years of nayanism,1,2001,2021-12-30T16:09:08.320929Z,2021-12-30T16:09:08.320975Z,26.002,17 years of nayanism
576,udhayanidhistalin,udhayanidhi stalin,udhayanidhistalin,udhayanidhistal in,udhayanidhistali n,u dhayanidhistalin,udhayanidhista lin,ud hayanidhistalin,udhayanidhist alin,udhayanidhista l in,udhayanidhis talin,roman,230485,$1,Hashtag has named entities,"[{""start"": 0, ""end"": 11, ""text"": ""udhayanidhi"", ""labels"": [""Named Entity""]}, {""start"": 11, ""end"": 17, ""text"": ""stalin"", ""labels"": [""Named Entity""]}]",udhayanidhistalin,1,2000,2021-12-30T16:08:38.625001Z,2021-12-30T16:08:38.625046Z,46.377,udhayanidhi stalin
577,happybirthdayyuvrajsingh,happybirthdayyuvrajsingh,happy birthday yuvraj singh,happy birth day yuvraj singh,happybirth day yuvraj singh,happybirthdayyuvraj singh,happybirthday yuvraj singh,happybirthdayyuvrajsing h,ha ppybirthdayyuvrajsingh,happybirthday yuvrajsingh,h appybirthdayyuvrajsingh,roman,230483,$2,Hashtag has named entities,"[{""start"": 13, ""end"": 19, ""text"": ""yuvraj"", ""labels"": [""Named Entity""]}, {""start"": 19, ""end"": 24, ""text"": ""singh"", ""labels"": [""Named Entity""]}]",happybirthdayyuvrajsingh,1,1999,2021-12-30T16:07:49.621129Z,2021-12-30T16:07:49.621177Z,26.795,happy birthday yuvraj singh
578,lucifer,lucifer,luci fer,lucife r,lu cifer,lucif er,l ucifer,luc ifer,luc if er,luci f er,l u cifer,roman,230481,$1,Hashtag has named entities,"[{""start"": 0, ""end"": 7, ""text"": ""lucifer"", ""labels"": [""Named Entity""]}]",lucifer,1,1998,2021-12-30T16:07:19.434903Z,2021-12-30T16:07:19.434946Z,10.296,lucifer
579,inforindia,inforindia,in for india,infor india,inforindi a,in forindia,inf or india,in f or india,i nforindia,info rindia,info r india,roman,230480,$2,Hashtag has named entities,"[{""start"": 5, ""end"": 10, ""text"": ""india"", ""labels"": [""Named Entity""]}]",inforindia,1,1997,2021-12-30T16:07:07.421541Z,2021-12-30T16:07:07.421589Z,16.625,in for india
580,justiceforaishwarya,justiceforaishwarya,justiceforaishwary a,justice for aishwarya,just iceforaishwarya,justiceforaishwar ya,j usticeforaishwarya,justice foraishwarya,justiceforaishw arya,ju sticeforaishwarya,justicefor aishwarya,roman,230478,$3,Hashtag has named entities,"[{""start"": 10, ""end"": 19, ""text"": ""aishwarya"", ""labels"": [""Named Entity""]}]",justiceforaishwarya,1,1996,2021-12-30T16:06:45.639984Z,2021-12-30T16:06:45.640033Z,13.277,justice for aishwarya
581,covid19uk,covid19uk,covid19 uk,covid 19 uk,covid19u k,c ovid19uk,co vid19uk,covid19 u k,covid 19uk,covid 19 u k,cov id19uk,roman,230476,$2,Hashtag has named entities,"[{""start"": 0, ""end"": 7, ""text"": ""covid19"", ""labels"": [""Named Entity""]}, {""start"": 7, ""end"": 9, ""text"": ""uk"", ""labels"": [""Named Entity""]}]",covid19uk,1,1160,2021-12-16T16:07:47.693222Z,2021-12-16T16:07:47.693273Z,7.997,covid19 uk
582,eijazkhan,eijaz khan,eijazkhan,e ijaz khan,eijazkh an,e ijazkhan,eijazkha n,eijazk han,ei jazkhan,eija z khan,eij azkhan,roman,230475,$1,Hashtag has named entities,"[{""start"": 0, ""end"": 5, ""text"": ""eijaz"", ""labels"": [""Named Entity""]}, {""start"": 5, ""end"": 9, ""text"": ""khan"", ""labels"": [""Named Entity""]}]",eijazkhan,1,1159,2021-12-16T16:07:37.633788Z,2021-12-16T16:07:37.633846Z,7.855,eijaz khan
584,shamelesskavita,shamelesskavita,shameless kavita,shamelesskavit a,shame less kavita,s hamelesskavita,shamelesskavi ta,shameless kavi ta,shame lesskavita,shamelesska vita,shamelesskav ita,roman,230473,$2,Hashtag has named entities,"[{""start"": 9, ""end"": 15, ""text"": ""kavita"", ""labels"": [""Named Entity""]}]",shamelesskavita,1,1157,2021-12-16T16:07:21.786634Z,2021-12-16T16:07:21.786687Z,4.689,shameless kavita
585,nehakakkarpregnant,nehakakkarpregnant,nehakakkar pregnant,neha kakkar pregnant,nehakakkarpregnan t,ne hakakkarpregnant,n ehakakkarpregnant,nehakakkarpregn ant,neh akakkarpregnant,nehakakkarpregna nt,neha kakkarpregnant,roman,230472,$3,Hashtag has named entities,"[{""start"": 0, ""end"": 4, ""text"": ""neha"", ""labels"": [""Named Entity""]}, {""start"": 4, ""end"": 10, ""text"": ""kakkar"", ""labels"": [""Named Entity""]}]",nehakakkarpregnant,1,1156,2021-12-16T16:07:14.800294Z,2021-12-16T16:07:14.800342Z,9.753,neha kakkar pregnant
586,1weekformyntraeors,1weekformyntraeors,1weekformyntraeor s,1 weekformyntraeors,1weekformyntraeo rs,1weekformyntrae ors,1weekformyntraeo r s,1weekformyntrae or s,1w eekformyntraeors,1week formyntraeors,1 week formyntraeors,roman,230471,None,Hashtag has named entities,"[{""start"": 8, ""end"": 14, ""text"": ""myntra"", ""labels"": [""Named Entity""]}, {""start"": 14, ""end"": 18, ""text"": ""eors"", ""labels"": [""Named Entity""]}]",1 week for myntra eors,1,1155,2021-12-16T16:07:02.948739Z,2021-12-16T16:07:02.948791Z,33.209,1 week for myntra eors
589,nandigramdibas,nandigramdibas,nandigramdib as,nandigramdiba s,nandigramdi bas,na ndigramdibas,n andigramdibas,nan digramdibas,nandigram di bas,nandigram dibas,nandi gramdibas,roman,230467,$9,Hashtag has named entities,"[{""start"": 0, ""end"": 9, ""text"": ""nandigram"", ""labels"": [""Named Entity""]}]",nandigramdibas,1,1151,2021-12-16T16:05:43.380729Z,2021-12-16T16:05:43.380790Z,13.472,nandigram dibas
590,chhathsongsbysdf,chhathsongsbysdf,chhathsongsbysd f,c hhathsongsbysdf,ch hathsongsbysdf,chha thsongsbysdf,chhathsongsbys df,chhathsongsby sdf,chhath songsbysdf,chh athsongsbysdf,chha t hsongsbysdf,roman,230466,None,Hashtag has named entities,"[{""start"": 0, ""end"": 6, ""text"": ""chhath"", ""labels"": [""Named Entity""]}, {""start"": 13, ""end"": 16, ""text"": ""sdf"", ""labels"": [""Named Entity""]}]",chhath songs by sdf,1,1150,2021-12-16T16:05:27.640004Z,2021-12-16T16:05:27.640056Z,35.97,chhath songs by sdf
591,nationalcrushrashmika,nationalcrushrashmika,nationalcrushrashmik a,na tionalcrushrashmika,nationalcrushrashmi ka,national crushrashmika,n ationalcrushrashmika,nationalcrushrash mika,nation alcrushrashmika,nat ionalcrushrashmika,nationalcrushrashm ika,roman,230465,None,Hashtag has named entities,"[{""start"": 13, ""end"": 21, ""text"": ""rashmika"", ""labels"": [""Named Entity""]}]",national crush rashmika,1,1149,2021-12-16T16:04:46.925771Z,2021-12-16T16:04:46.925810Z,15.769,national crush rashmika
592,jalaramjayanti,jalaram jayanti,jalaramjayanti,jalaramjayant i,jalaramjay anti,j alaramjayanti,ja laramjayanti,jalaramjayan ti,jal aramjayanti,jala ramjayanti,jalaramjaya nti,roman,230464,$1,"{""choices"": [""Hashtag has non english token "", ""Hashtag has named entities""]}","[{""start"": 0, ""end"": 7, ""text"": ""jalaram"", ""labels"": [""Named Entity""]}]",jalaramjayanti,1,1148,2021-12-16T16:04:28.027811Z,2021-12-16T16:04:28.027844Z,13.362,jalaram jayanti
593,socialupliftment,social upliftment,socialupliftment,socialupliftmen t,so cialupliftment,s ocialupliftment,socialupliftme nt,socialupliftm ent,soc ialupliftment,socialuplift ment,social uplift ment,roman,230463,$1,None,None,socialupliftment,1,1147,2021-12-16T16:04:12.101631Z,2021-12-16T16:04:12.101700Z,3.408,social upliftment
594,cryliv,cryliv,cry liv,cryli v,cryl iv,c ryliv,cry l i v,cr yliv,cry li v,cry l iv,cryl i v,roman,230462,$2,Hashtag has named entities,"[{""start"": 0, ""end"": 3, ""text"": ""cry"", ""labels"": [""Named Entity""]}, {""start"": 3, ""end"": 6, ""text"": ""liv"", ""labels"": [""Named Entity""]}]",cryliv,1,1146,2021-12-16T16:04:06.495689Z,2021-12-16T16:04:06.495762Z,11.126,cry liv
595,sundaysongbook,sundaysongbook,sunday songbook,sunday song book,sundaysong book,sundaysongboo k,s undaysongbook,sundaysongbo ok,sun daysongbook,su ndaysongbook,sun day songbook,roman,230461,$3,Hashtag has named entities,"[{""start"": 0, ""end"": 6, ""text"": ""sunday"", ""labels"": [""Named Entity""]}]",sundaysongbook,1,1145,2021-12-16T16:03:53.261472Z,2021-12-16T16:03:53.261537Z,8.044,sunday song book
596,yamigautam,yami gautam,yamigautam,yamigauta m,yamigaut am,y amigautam,ya migautam,yamigau tam,yam igautam,y ami gautam,ya mi gautam,roman,230460,$1,Hashtag has named entities,"[{""start"": 0, ""end"": 4, ""text"": ""yami"", ""labels"": [""Named Entity""]}, {""start"": 4, ""end"": 10, ""text"": ""gautam"", ""labels"": [""Named Entity""]}]",yamigautam,1,1144,2021-12-16T16:03:42.814864Z,2021-12-16T16:03:42.814919Z,7.549,yami gautam
597,gonechristmasfishing,gonechristmasfishing,gonechristmasfishin g,gonechristmas fishing,go nechristmasfishing,g onechristmasfishing,gonechristmasfishi ng,gonechristmasfish ing,gone christmasfishing,gon echristmasfishing,gonechristmasfi shing,roman,230459,None,Hashtag has named entities,"[{""start"": 4, ""end"": 13, ""text"": ""christmas"", ""labels"": [""Named Entity""]}]",gone christmas fishing,1,1143,2021-12-16T16:03:33.268236Z,2021-12-16T16:03:33.268296Z,16.438,gone christmas fishing
598,yehhainayidilli,yehhainayidilli,yehhainayidill i,y ehhainayidilli,yehhainayidil li,ye hhainayidilli,yehhainayi dilli,yeh hainayidilli,yehhainayid illi,yehhainayidil l i,yehhainayidi lli,roman,230458,None,"{""choices"": [""Hashtag has non english token "", ""Hashtag has a mix of english and hindi tokens""]}","[{""start"": 10, ""end"": 15, ""text"": ""dilli"", ""labels"": [""Named Entity""]}]",yeh hai nayi dilli,1,1142,2021-12-16T16:03:14.078177Z,2021-12-16T16:03:14.078250Z,37.397,yeh hai nayi dilli
599,shameontiwari,shameontiwari,shameontiwar i,shame on tiwari,s hameontiwari,shameon tiwari,shameontiwa ri,shame ontiwari,shameontiw ari,sh ameontiwari,sha meontiwari,roman,230457,$3,Hashtag has named entities,"[{""start"": 7, ""end"": 13, ""text"": ""tiwari"", ""labels"": [""Named Entity""]}]",shameontiwari,1,1141,2021-12-16T16:02:33.356922Z,2021-12-16T16:02:33.356984Z,6.941,shame on tiwari
600,engice,engice,eng ice,engi ce,eng i c e,engic e,en gi ce,en gice,e ngice,eng i ce,engi c e,roman,230456,$2,Hashtag has named entities,"[{""start"": 0, ""end"": 3, ""text"": ""eng"", ""labels"": [""Named Entity""]}, {""start"": 3, ""end"": 6, ""text"": ""ice"", ""labels"": [""Named Entity""]}]",engice,1,1140,2021-12-16T16:02:22.679815Z,2021-12-16T16:02:22.679868Z,12.559,eng ice
601,indiaspridesuhani,indiaspridesuhani,in diaspridesuhani,indiaspridesuhan i,i ndiaspridesuhani,indiaspridesuha ni,india spridesuhani,indiaspridesuh ani,ind iaspridesuhani,indiaspridesu hani,indi aspridesuhani,roman,230455,None,Hashtag has named entities,"[{""start"": 0, ""end"": 6, ""text"": ""indias"", ""labels"": [""Named Entity""]}, {""start"": 11, ""end"": 17, ""text"": ""suhani"", ""labels"": [""Named Entity""]}]",indias pride suhani,1,1139,2021-12-16T16:02:07.755005Z,2021-12-16T16:02:07.755057Z,20.472,indias pride suhani
602,bujji,bujji,buj ji,bujj i,bu jji,bu j ji,b ujji,bu jj i,buj j i,b u j ji,b uj ji,roman,230454,$1,Hashtag has named entities,"[{""start"": 0, ""end"": 5, ""text"": ""bujji"", ""labels"": [""Named Entity""]}]",bujji,1,1138,2021-12-16T16:01:44.661913Z,2021-12-16T16:01:44.661962Z,5.836,bujji
603,btsxrollingstoneindia,btsxrollingstoneindia,btsxrollingstoneindi a,btsxrollingstone india,b tsxrollingstoneindia,btsxrollingstoneind ia,btsxrollingstonein dia,bt sxrollingstoneindia,bts xrollingstoneindia,btsxrollingstoneind i a,btsxrollingsto ne india,roman,230453,None,Hashtag has named entities,"[{""start"": 0, ""end"": 3, ""text"": ""bts"", ""labels"": [""Named Entity""]}, {""start"": 4, ""end"": 11, ""text"": ""rolling"", ""labels"": [""Named Entity""]}, {""start"": 11, ""end"": 16, ""text"": ""stone"", ""labels"": [""Named Entity""]}, {""start"": 16, ""end"": 21, ""text"": ""india"", ""labels"": [""Named Entity""]}]",bts x rolling stone india,1,1137,2021-12-16T16:01:34.973953Z,2021-12-16T16:01:34.974037Z,28.327,bts x rolling stone india
605,sikhism,sikhism,sikh ism,sikhi sm,sikh is m,sikhis m,s ikhism,si khism,sikhi s m,sikh i sm,sik his m,roman,230451,$1,Hashtag has named entities,"[{""start"": 0, ""end"": 7, ""text"": ""sikhism"", ""labels"": [""Named Entity""]}]",sikhism,1,1135,2021-12-16T16:01:00.123410Z,2021-12-16T16:01:00.123474Z,3.619,sikhism
606,varunchakravarthy,varun chakravarthy,varunchakravarthy,varunchakravarth y,v arunchakravarthy,va runchakravarthy,varunchakravar thy,var unchakravarthy,varunchakravart hy,varu nchakravarthy,va run chakravarthy,roman,230450,$1,Hashtag has named entities,"[{""start"": 0, ""end"": 5, ""text"": ""varun"", ""labels"": [""Named Entity""]}, {""start"": 5, ""end"": 17, ""text"": ""chakravarthy"", ""labels"": [""Named Entity""]}]",varunchakravarthy,1,1134,2021-12-16T16:00:53.903502Z,2021-12-16T16:00:53.903567Z,17.567,varun chakravarthy
607,cbifile302injiahkhancase,cbifile302injiahkhancase,cbifile302injiahkhanca se,cbifile302injiahkhancas e,cbifile302injiahkhan case,c bifile302injiahkhancase,cb ifile302injiahkhancase,cbifile302injiahkhanc ase,cbi file302injiahkhancase,cbifile302injiahkhanc as e,cbifile302injiahkhanc a se,roman,230449,None,Hashtag has named entities,"[{""start"": 12, ""end"": 16, ""text"": ""jiah"", ""labels"": [""Named Entity""]}, {""start"": 16, ""end"": 20, ""text"": ""khan"", ""labels"": [""Named Entity""]}]",cbi file 302 in jiah khan case,1,1133,2021-12-16T16:00:33.991145Z,2021-12-16T16:00:33.991204Z,29.695,cbi file 302 in jiah khan case
608,happybirthdayathiyashetty,happybirthdayathiyashetty,happybirthdayathiyashett y,ha ppybirthdayathiyashetty,h appybirthdayathiyashetty,happy birthdayathiyashetty,happybirthdayathiya shetty,happybirthdayathiyashet ty,hap pybirthdayathiyashetty,happybirthday athiya shetty,happybirthdayathiyash etty,roman,230448,None,Hashtag has named entities,"[{""start"": 13, ""end"": 19, ""text"": ""athiya"", ""labels"": [""Named Entity""]}, {""start"": 19, ""end"": 25, ""text"": ""shetty"", ""labels"": [""Named Entity""]}]",happy birthday athiya shetty,1,1132,2021-12-16T16:00:01.760495Z,2021-12-16T16:00:01.760558Z,29.784,happy birthday athiya shetty
609,jinrewind,jinrewind,jin rewind,jinrewin d,j in rewind,jinre wind,ji nrewind,j inrewind,jinrew ind,ji n rewind,jinrewi nd,roman,230447,$2,Hashtag has named entities,"[{""start"": 0, ""end"": 3, ""text"": ""jin"", ""labels"": [""Named Entity""]}]",jinrewind,1,1131,2021-12-16T15:59:29.506285Z,2021-12-16T15:59:29.506348Z,17.276,jin rewind
610,rangde,rang de,rangde,ran gde,rang d e,rangd e,ran g de,r angde,r ang de,ra ngde,ra ng de,roman,230446,$1,None,None,rangde,1,1130,2021-12-16T15:58:45.674399Z,2021-12-16T15:58:45.674446Z,5.433,rang de
611,dhonismcdpfest,dhonismcdpfest,dhonismcdpfes t,dhonismcdpfe st,d honismcdpfest,dhonismcdpf est,dhonismcdp fest,dhoni smcdpfest,dho nismcdpfest,dh onismcdpfest,dhonis mcdpfest,roman,230445,None,Hashtag has named entities,"[{""start"": 0, ""end"": 7, ""text"": ""dhonism"", ""labels"": [""Named Entity""]}]",dhonism cdp fest,1,1129,2021-12-16T15:58:38.183958Z,2021-12-16T15:58:38.184022Z,33.611,dhonism cdp fest
